signature_id	signature_name	gene_symbol	gene_symbol_clean	source_reference
NABA_CORE_MATRISOME	Naba Core Matrisome	EMILIN2	EMILIN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EMILIN3	EMILIN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EPYC	EPYC	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ESM1	ESM1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EYS	EYS	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBLN1	FBLN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBLN2	FBLN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBLN5	FBLN5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBLN7	FBLN7	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBN1	FBN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBN2	FBN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FBN3	FBN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FGA	FGA	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FGB	FGB	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FGG	FGG	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FGL1	FGL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FGL2	FGL2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FMOD	FMOD	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FN1	FN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FNDC1	FNDC1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FNDC7	FNDC7	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FNDC8	FNDC8	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	FRAS1	FRAS1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	GAS6	GAS6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	GLDN	GLDN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HAPLN1	HAPLN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HAPLN2	HAPLN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HAPLN3	HAPLN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HAPLN4	HAPLN4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HMCN1	HMCN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HMCN2	HMCN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	HSPG2	HSPG2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IBSP	IBSP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFALS	IGFALS	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP1	IGFBP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP2	IGFBP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP3	IGFBP3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP4	IGFBP4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP5	IGFBP5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP6	IGFBP6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBP7	IGFBP7	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGFBPL1	IGFBPL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IGSF10	IGSF10	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IMPG1	IMPG1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	IMPG2	IMPG2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	INTS14	INTS14	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	INTS6L	INTS6L	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	KCP	KCP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	KERA	KERA	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMA1	LAMA1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMA2	LAMA2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMA3	LAMA3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMA4	LAMA4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMA5	LAMA5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMB1	LAMB1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMB2	LAMB2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMB3	LAMB3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMB4	LAMB4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMC1	LAMC1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMC2	LAMC2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LAMC3	LAMC3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LGI1	LGI1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LGI2	LGI2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LGI3	LGI3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LGI4	LGI4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LRG1	LRG1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LTBP1	LTBP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LTBP2	LTBP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LTBP3	LTBP3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LTBP4	LTBP4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	LUM	LUM	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MATN1	MATN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MATN2	MATN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MATN3	MATN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MATN4	MATN4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MEPE	MEPE	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFAP1	MFAP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFAP2	MFAP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFAP3	MFAP3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFAP4	MFAP4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFAP5	MFAP5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MFGE8	MFGE8	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MGP	MGP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MMRN1	MMRN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MMRN2	MMRN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	MXRA5	MXRA5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NCAN	NCAN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NDNF	NDNF	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NELL1	NELL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NELL2	NELL2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NID1	NID1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NID2	NID2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NPNT	NPNT	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTN1	NTN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTN3	NTN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTN4	NTN4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTN5	NTN5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTNG1	NTNG1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NTNG2	NTNG2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	NYX	NYX	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OGN	OGN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OIT3	OIT3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OMD	OMD	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OPTC	OPTC	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OTOG	OTOG	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	OTOL1	OTOL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PAPLN	PAPLN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PCOLCE	PCOLCE	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PCOLCE2	PCOLCE2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PODN	PODN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PODNL1	PODNL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	POMZP3	POMZP3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	POSTN	POSTN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PRELP	PRELP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PRG2	PRG2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PRG3	PRG3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PRG4	PRG4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PXDN	PXDN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	PXDNL	PXDNL	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	RELN	RELN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	RSPO1	RSPO1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	RSPO2	RSPO2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	RSPO3	RSPO3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	RSPO4	RSPO4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SBSPON	SBSPON	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SLIT1	SLIT1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SLIT2	SLIT2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SLIT3	SLIT3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SMOC1	SMOC1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SMOC2	SMOC2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SNED1	SNED1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPARC	SPARC	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPARCL1	SPARCL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPOCK1	SPOCK1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPOCK2	SPOCK2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPOCK3	SPOCK3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPON1	SPON1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPON2	SPON2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SPP1	SPP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SRGN	SRGN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SRPX	SRPX	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SRPX2	SRPX2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SSPOP	SSPOP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	SVEP1	SVEP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TECTA	TECTA	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TECTB	TECTB	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TGFBI	TGFBI	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	THBS1	THBS1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	THBS2	THBS2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	THBS3	THBS3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	THBS4	THBS4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	THSD4	THSD4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TINAG	TINAG	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TINAGL1	TINAGL1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TNC	TNC	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TNFAIP6	TNFAIP6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TNN	TNN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TNR	TNR	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TNXB	TNXB	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TSKU	TSKU	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	TSPEAR	TSPEAR	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	USH2A	USH2A	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VCAN	VCAN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VIT	VIT	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VTN	VTN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA1	VWA1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA2	VWA2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA3A	VWA3A	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA3B	VWA3B	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA5A	VWA5A	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA5B1	VWA5B1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA5B2	VWA5B2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWA7	VWA7	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWCE	VWCE	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWDE	VWDE	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	VWF	VWF	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ZP1	ZP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ZP2	ZP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ZP3	ZP3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ZP4	ZP4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ZPLD1	ZPLD1	Naba core matrisome / MSigDB
NEFTEL_AC_LIKE	Neftel AC-like program	AGT	AGT	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	ANXA5	ANXA5	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	AQP4	AQP4	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	ATP1A2	ATP1A2	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	ATP1B2	ATP1B2	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	BCAN	BCAN	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	CLU	CLU	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	CST3	CST3	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	DBI	DBI	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	EDNRB	EDNRB	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	F3	F3	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	FABP7	FABP7	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	GATM	GATM	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	GFAP	GFAP	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	GPM6B	GPM6B	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	HEPN1	HEPN1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	HEY1	HEY1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	HOPX	HOPX	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	METTL7B	METTL7B	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	MLC1	MLC1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	MT3	MT3	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	NDRG2	NDRG2	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PCDHGC3	PCDHGC3	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PLTP	PLTP	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PMP2	PMP2	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PMP22	PMP22	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PON2	PON2	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PPAP2B	PPAP2B	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PRCP	PRCP	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	PTPRZ1	PTPRZ1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	RAB31	RAB31	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	RAMP1	RAMP1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	S100A16	S100A16	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	S100B	S100B	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	SLC1A3	SLC1A3	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	SPARC	SPARC	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	SPARCL1	SPARCL1	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	TSPAN7	TSPAN7	Neftel et al., Cell (2019), Table S2
NEFTEL_AC_LIKE	Neftel AC-like program	TTYH1	TTYH1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	A2M	A2M	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	ACTN1	ACTN1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	ANXA1	ANXA1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	ANXA2	ANXA2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	APOE	APOE	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	C1R	C1R	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	C1S	C1S	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	C3	C3	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	C8ORF4	C8ORF4	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	CD44	CD44	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	CHI3L1	CHI3L1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	CLIC1	CLIC1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	CLIC4	CLIC4	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	CTSB	CTSB	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	EFEMP1	EFEMP1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	EMP1	EMP1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	EMP3	EMP3	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	FN1	FN1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	GFPT2	GFPT2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	GJA1	GJA1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	GSN	GSN	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	IFITM3	IFITM3	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	IGFBP7	IGFBP7	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	LGALS1	LGALS1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	LGALS3	LGALS3	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	MGP	MGP	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	MGST1	MGST1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	MT1E	MT1E	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	MT1X	MT1X	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	MT2A	MT2A	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	NAMPT	NAMPT	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	NNMT	NNMT	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	NPC2	NPC2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	PLP2	PLP2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	PRDX6	PRDX6	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	RCAN1	RCAN1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	S100A10	S100A10	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	S100A11	S100A11	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	S100A16	S100A16	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	SERPINA3	SERPINA3	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	SERPINE1	SERPINE1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	SERPING1	SERPING1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	SOD2	SOD2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	SPP1	SPP1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	TAGLN2	TAGLN2	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	TIMP1	TIMP1	Neftel et al., Cell (2019), Table S2
NEFTEL_MES1	NEFTEL MES1	TNFRSF1A	TNFRSF1A	Neftel et al., Cell (2019), Table S2
