signature_id	signature_name	gene_symbol	gene_symbol_clean	source_reference
HALLMARK_HYPOXIA	Hallmark Hypoxia	EFNA3	EFNA3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	EGFR	EGFR	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ENO1	ENO1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ENO2	ENO2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ENO3	ENO3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ERO1A	ERO1A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ERRFI1	ERRFI1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ETS1	ETS1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	EXT1	EXT1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	F3	F3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	FAM162A	FAM162A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	FBP1	FBP1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	FOS	FOS	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	FOSL2	FOSL2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	FOXO3	FOXO3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GAA	GAA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GALK1	GALK1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GAPDH	GAPDH	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GAPDHS	GAPDHS	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GBE1	GBE1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GCK	GCK	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GCNT2	GCNT2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GLRX	GLRX	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GPC1	GPC1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GPC3	GPC3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GPC4	GPC4	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GPI	GPI	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GRHPR	GRHPR	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	GYS1	GYS1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HAS1	HAS1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HDLBP	HDLBP	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HEXA	HEXA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HK1	HK1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HK2	HK2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HMOX1	HMOX1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HOXB9	HOXB9	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HS3ST1	HS3ST1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	HSPA5	HSPA5	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IDS	IDS	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IER3	IER3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IGFBP1	IGFBP1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IGFBP3	IGFBP3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IL6	IL6	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ILVBL	ILVBL	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	INHA	INHA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	IRS2	IRS2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ISG20	ISG20	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	JMJD6	JMJD6	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	JUN	JUN	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KDELR3	KDELR3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KDM3A	KDM3A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KIF5A	KIF5A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KLF6	KLF6	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KLF7	KLF7	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	KLHL24	KLHL24	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LALBA	LALBA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LARGE1	LARGE1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LDHA	LDHA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LDHC	LDHC	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LOX	LOX	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	LXN	LXN	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MAFF	MAFF	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MAP3K1	MAP3K1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MIF	MIF	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MT1E	MT1E	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MT2A	MT2A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MXI1	MXI1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	MYH9	MYH9	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NAGK	NAGK	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NCAN	NCAN	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NDRG1	NDRG1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NDST1	NDST1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NDST2	NDST2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NEDD4L	NEDD4L	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NFIL3	NFIL3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NOCT	NOCT	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	NR3C1	NR3C1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	P4HA1	P4HA1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	P4HA2	P4HA2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PAM	PAM	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PCK1	PCK1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PDGFB	PDGFB	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PDK1	PDK1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PDK3	PDK3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PFKFB3	PFKFB3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PFKL	PFKL	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PFKP	PFKP	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PGAM2	PGAM2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PGF	PGF	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PGK1	PGK1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PGM1	PGM1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PGM2	PGM2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PHKG1	PHKG1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PIM1	PIM1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PKLR	PKLR	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PKP1	PKP1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PLAC8	PLAC8	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PLAUR	PLAUR	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PLIN2	PLIN2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PNRC1	PNRC1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PPARGC1A	PPARGC1A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PPFIA4	PPFIA4	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PPP1R15A	PPP1R15A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PPP1R3C	PPP1R3C	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PRDX5	PRDX5	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PRKCA	PRKCA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	PYGM	PYGM	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	RBPJ	RBPJ	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	RORA	RORA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	RRAGD	RRAGD	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	S100A4	S100A4	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SAP30	SAP30	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SCARB1	SCARB1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SDC2	SDC2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SDC3	SDC3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SDC4	SDC4	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SELENBP1	SELENBP1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SERPINE1	SERPINE1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SIAH2	SIAH2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC25A1	SLC25A1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC2A1	SLC2A1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC2A3	SLC2A3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC2A5	SLC2A5	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC37A4	SLC37A4	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SLC6A6	SLC6A6	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SRPX	SRPX	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	STBD1	STBD1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	STC1	STC1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	STC2	STC2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	SULT2B1	SULT2B1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TES	TES	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TGFB3	TGFB3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TGFBI	TGFBI	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TGM2	TGM2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TIPARP	TIPARP	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TKTL1	TKTL1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TMEM45A	TMEM45A	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TNFAIP3	TNFAIP3	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TPBG	TPBG	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TPD52	TPD52	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TPI1	TPI1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	TPST2	TPST2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	UGP2	UGP2	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	VEGFA	VEGFA	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	VHL	VHL	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	VLDLR	VLDLR	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	WSB1	WSB1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	XPNPEP1	XPNPEP1	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ZFP36	ZFP36	MSigDB Hallmark Hypoxia
HALLMARK_HYPOXIA	Hallmark Hypoxia	ZNF292	ZNF292	MSigDB Hallmark Hypoxia
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	AIF1	AIF1	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	C1QA	C1QA	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	C1QB	C1QB	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	C1QC	C1QC	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	CD14	CD14	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	CD68	CD68	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	CSF1R	CSF1R	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	CTSS	CTSS	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	FCER1G	FCER1G	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	ITGAM	ITGAM	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	LST1	LST1	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	LYZ	LYZ	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	SPI1	SPI1	Prespecified study marker panel
MYELOID_CORE_IDENTITY	Core myeloid/macrophage identity markers	TYROBP	TYROBP	Prespecified study marker panel
NABA_CORE_MATRISOME	Naba Core Matrisome	ABI3BP	ABI3BP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ACAN	ACAN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ADIPOQ	ADIPOQ	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	AEBP1	AEBP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	AGRN	AGRN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	AMBN	AMBN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	AMELX	AMELX	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	AMELY	AMELY	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ANOS1	ANOS1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ASPN	ASPN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	BCAN	BCAN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	BGLAP	BGLAP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	BGN	BGN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	BMPER	BMPER	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	BSPH1	BSPH1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN1	CCN1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN2	CCN2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN3	CCN3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN4	CCN4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN5	CCN5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CCN6	CCN6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CDCP2	CDCP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CHAD	CHAD	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CHADL	CHADL	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CILP	CILP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CILP2	CILP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COCH	COCH	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL10A1	COL10A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL11A1	COL11A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL11A2	COL11A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL12A1	COL12A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL13A1	COL13A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL14A1	COL14A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL15A1	COL15A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL16A1	COL16A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL17A1	COL17A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL18A1	COL18A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL19A1	COL19A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL1A1	COL1A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL1A2	COL1A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL20A1	COL20A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL21A1	COL21A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL22A1	COL22A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL23A1	COL23A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL24A1	COL24A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL25A1	COL25A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL26A1	COL26A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL27A1	COL27A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL28A1	COL28A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL2A1	COL2A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL3A1	COL3A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A1	COL4A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A2	COL4A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A3	COL4A3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A4	COL4A4	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A5	COL4A5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL4A6	COL4A6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL5A1	COL5A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL5A2	COL5A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL5A3	COL5A3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL6A1	COL6A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL6A2	COL6A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL6A3	COL6A3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL6A5	COL6A5	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL6A6	COL6A6	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL7A1	COL7A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL8A1	COL8A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL8A2	COL8A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL9A1	COL9A1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL9A2	COL9A2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COL9A3	COL9A3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COLQ	COLQ	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	COMP	COMP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CRELD1	CRELD1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CRELD2	CRELD2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CRIM1	CRIM1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CRISPLD1	CRISPLD1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CRISPLD2	CRISPLD2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	CTHRC1	CTHRC1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	DCN	DCN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	DMBT1	DMBT1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	DMP1	DMP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	DPT	DPT	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	DSPP	DSPP	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ECM1	ECM1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ECM2	ECM2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EDIL3	EDIL3	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EFEMP1	EFEMP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EFEMP2	EFEMP2	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EGFLAM	EGFLAM	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ELN	ELN	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	ELSPBP1	ELSPBP1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EMID1	EMID1	Naba core matrisome / MSigDB
NABA_CORE_MATRISOME	Naba Core Matrisome	EMILIN1	EMILIN1	Naba core matrisome / MSigDB
