claim_id	value	denominator_n	secondary_denominator
R1-SPATIAL-PC1-matrix-rich	0.874451986225431	200	17 patients
R1-SPATIAL-PC1-myeloid-rich	0.901827586194514	200	17 patients
R1-SPATIAL-PC1-vascular-rich	0.824872830499077	200	17 patients
