N_PATIENTS	N_SEGMENTS	TARGET_GENE_COUNT	OBSERVED_TEST_STATISTIC	EXACT_P_VALUE	MIN_ATTAINABLE_P	TERMINAL_STATE
9	85	11	1.5957232514584607	0.03125	0.001953125	SUPPORTED_WITHIN_DOMAIN
